date,city,pm25,pm10,no2,o3
2025-04-11,Kolkata,26.96426827443159,58.94314530084938,24.040932104727275,30.462162946041058
2025-04-12,Chennai,47.23464614986956,69.73274952786515,21.099474597556537,27.057793094996583
2025-04-13,Pune,37.66046880697964,39.67949419865337,15.533055541371919,40.405542732850556
2025-04-14,Hyderabad,22.83260561457805,28.47746338167095,24.6803175140664,14.299976061880148
2025-04-15,Jaipur,27.369504865925503,58.305526552955534,19.937448091401112,47.59544548164614
2025-04-16,Chennai,35.26538623039719,85.69589504791657,16.324600168583665,23.95905224688194
2025-04-17,Kolkata,26.517174638459903,52.52238858502934,26.14985620659154,40.475428986793084
2025-04-18,Chennai,29.6533859978361,47.84426869631148,15.44242935041487,27.392478254591175
2025-04-19,Lucknow,39.889567108149116,62.23778325644439,18.383705807183993,28.513527060179005
2025-04-20,Jaipur,42.34802141701004,44.45204513350097,17.967744166122856,21.465518442697302
2025-04-21,Chennai,34.91510237391875,53.14624818568688,29.200324156695352,14.28962239420197
2025-04-22,Pune,34.088414887304126,60.654582194924785,25.1507984951367,42.131170711856214
2025-04-23,Pune,32.89364265288849,29.676966276558502,16.62962583109135,19.15311056174663
2025-04-24,Mumbai,11.888577865954943,50.441174651012176,25.171930578428675,19.682429705057075
2025-04-25,Jaipur,27.22836833937751,23.767381649548902,20.91981587381128,27.915262157375963
2025-04-26,Jaipur,22.453100128294558,40.86588121961802,16.197158354857905,35.58765975155511
2025-04-27,Delhi,31.07792296479506,67.12157486484766,12.941780601662039,24.479778609742958
2025-04-28,Jaipur,38.83172760085255,36.34928020074176,14.180908697761588,46.613857374466946
2025-04-29,Kolkata,45.59125504939652,55.3263659721629,10.891394488604675,33.67728911485353
2025-04-30,Kolkata,47.207951378050694,47.13579054438366,15.424254167722378,31.943629513458713
2025-05-01,Pune,52.12539870301155,64.5201537657265,24.904584933928376,27.900645858096624
2025-05-02,Jaipur,44.25215489670311,58.811315355263915,11.709227184151873,26.95887928389222
2025-05-03,Mumbai,39.36921363812577,32.22563557125989,21.03414458929626,28.76158474699313
2025-05-04,Mumbai,31.50204110964244,64.79946733120379,25.73322063774205,32.787557318715464
2025-05-05,Mumbai,37.590253934895316,19.95753900752418,19.069721550713634,22.843050213490102
2025-05-06,Bangalore,37.08689544898232,54.02783739549649,13.260403258056726,21.222750993817574
2025-05-07,Kolkata,34.62575193893454,51.86733837999092,14.547051373379741,21.466530178104026
2025-05-08,Pune,25.51021547712335,72.1278953438303,24.195568830672734,34.39577425412356
2025-05-09,Ahmedabad,13.253383330218668,43.15873060011971,17.630652223923338,36.240984869878524
2025-05-10,Ahmedabad,49.19825800559592,62.24117144020847,22.863920795343265,40.332055700503886
2025-05-11,Chennai,26.92050222292207,34.573909154588804,20.76727409087561,46.730816241795964
2025-05-12,Chennai,28.228038630922825,74.1273697017511,22.856639029887294,27.107548946966734
2025-05-13,Ahmedabad,37.42356163127151,46.53366667963747,18.393844919817898,27.87711587237934
2025-05-14,Lucknow,38.14152815256856,64.68664322955254,27.23275377958023,8.492642883735574
2025-05-15,Delhi,32.47763397717399,13.16350230409219,17.310631378436835,31.79541440858849
2025-05-16,Bangalore,28.59944493264735,59.946681419209256,13.324418882750425,14.808925263581166
2025-05-17,Mumbai,29.57497791193767,37.43945550225739,13.903804472139456,18.28315340568013
2025-05-18,Ahmedabad,23.720421489979454,52.428658138809546,11.777600193184771,33.96938679955769
2025-05-19,Mumbai,45.6412003702466,77.49339809163854,19.123171536073045,30.33943719149891
2025-05-20,Hyderabad,25.45360505593969,36.02478840086442,27.211826709465836,17.36765591887958
2025-05-21,Pune,27.403425287179942,52.906184116150634,26.56315342509449,37.359874432692976
2025-05-22,Kolkata,28.453847640812423,34.90541189773029,15.306124287100037,34.64990302768529
2025-05-23,Lucknow,35.0918433014381,49.22805121838766,20.15025901825072,26.65956989573615
2025-05-24,Delhi,32.759911952824325,70.09093476116942,26.794177187605037,31.108774385568776
2025-05-25,Kolkata,34.35765509828088,43.71075260199039,13.570697481164734,15.696939228388636
2025-05-26,Pune,47.201216114097136,42.01885200650155,24.714234174792757,32.48193470369922
2025-05-27,Pune,48.19214680503843,48.781423798394854,10.341382163310197,33.32697253566878
2025-05-28,Ahmedabad,42.154411282783784,40.69996342363824,22.58129214784477,33.979812995655756
2025-05-29,Kolkata,15.0460770137394,91.54700804182278,23.72783711374086,18.809074072074665
2025-05-30,Pune,42.67126880598117,52.82280827870642,21.692833186339314,23.711646183685655
2025-05-31,Hyderabad,25.536605552782532,32.6385402219267,9.766593091405989,38.7623769624369
2025-06-01,Bangalore,34.0213511086607,61.61979765915484,17.80983121737851,35.83821950236028
2025-06-02,Ahmedabad,47.114649632476706,46.1993965276839,15.440732990830242,18.796083650706514
2025-06-03,Lucknow,18.580081961342092,56.791773051745054,15.758236743547624,40.195013457156584
2025-06-04,Ahmedabad,37.26555523683846,36.619469220798045,24.78907287910451,26.118807973766078
2025-06-05,Mumbai,28.689719019560357,35.7167990823865,17.97585850388114,28.16617030322481
2025-06-06,Pune,40.98689816142852,61.324733997990805,12.768695681736677,27.542334638557687
2025-06-07,Delhi,46.36996610610469,38.772135217089655,17.843033417277358,34.893340682862394
2025-06-08,Pune,44.61696283528373,54.3118482485681,21.5833349310239,25.86047328637405
2025-06-09,Chennai,34.79895802694892,48.999582791365924,21.404930451718567,22.95659646607216
2025-06-10,Chennai,32.24419972742455,67.72692521547211,27.98035061728385,36.84592916792545
2025-01-01,Bangalore,16.591407809915733,51.28909288977818,16.21029951807771,29.01276722169579
2025-01-02,Delhi,38.273670246677725,52.744767116678894,11.02489915590531,35.07313846716043
2025-01-03,Chennai,36.16065516192395,31.78240578385102,21.95225731590594,34.6236176882863
2025-01-04,Jaipur,47.97383743608565,52.692067100283225,19.23069899260834,14.448165078099715
2025-01-05,Ahmedabad,44.679124454066724,68.55295212162812,18.831965494592346,37.688196470792604
2025-01-06,Jaipur,46.62433231090395,61.56617649942851,21.01751089598301,36.85714541792156
2025-01-07,Pune,27.86477468082029,58.576177926075495,16.276116994933894,28.1575068521853
2025-01-08,Chennai,50.38428941609573,56.077571365039944,21.557280327901246,43.32451371543939
2025-01-09,Hyderabad,14.029622038200415,52.75057466138178,22.044433166290204,9.78631088990517
2025-01-10,Mumbai,25.663179688189725,47.382608933833026,19.479671001605787,34.01292383491971
2025-01-11,Kolkata,1.8080731207736136,30.383905792947058,23.499267923861314,36.707227925266956
2025-01-12,Delhi,15.967433297676777,58.84923191516357,19.730540186187206,34.502677559510175
2025-01-13,Mumbai,39.41532954499179,48.746060806856754,20.830491824579195,34.20661142131975
2025-01-14,Delhi,11.860935675994732,70.07957314707693,23.823751724494368,32.1644392926171
2025-01-15,Lucknow,48.715566780994806,4.432401494269378,17.801434478628597,12.749869731593996
2025-01-16,Chennai,47.0167830719002,35.11953218450273,24.817943478509527,22.83161166007192
2025-01-17,Jaipur,45.40951819410531,51.20381352721751,18.902671857143098,26.084300380461677
2025-01-18,Lucknow,36.36363027826221,35.77062039524981,20.34230112484182,30.27121179131449
2025-01-19,Pune,38.05739628601293,70.8950448770479,18.200587522753757,38.18709504056421
2025-01-20,Ahmedabad,27.998644077332777,71.43502604443535,26.54081029429785,24.70316983970711
2025-01-21,Ahmedabad,32.092835695851214,55.8199762619345,26.46099209902248,26.743015100258432
2025-01-22,Ahmedabad,40.49542478701342,84.02432342724913,17.15310927706122,29.745554128057883
2025-01-23,Kolkata,29.97330876069262,49.104331363602654,19.037060848442007,28.69889249104989
2025-01-24,Delhi,33.31491970979856,49.062391116520985,12.636708632624993,21.87352391496903
2025-01-25,Chennai,29.40443664243095,23.407235834727334,18.83692225762595,21.572302549411916
2025-01-26,Ahmedabad,43.443120057084286,63.28235913821846,25.84314202406906,27.174492653014596
2025-01-27,Ahmedabad,22.583315849518947,73.43098259218392,19.362274951803958,34.62212436595711
2025-01-28,Kolkata,49.354506675823735,56.1457940211294,22.402348321116936,23.978416502204595
2025-01-29,Lucknow,33.40272526909279,56.712648719580294,25.134182221252807,22.21252136974153
2025-01-30,Hyderabad,46.31913233396368,55.35217966651866,24.326780418627177,21.82437292754372
2025-01-31,Jaipur,29.35988401391367,70.34195794033721,17.61028777780901,16.32597742565803
2025-02-01,Mumbai,48.26911010692799,29.163482808232416,16.220831695969554,34.70241613239418
2025-02-02,Ahmedabad,44.3763194861834,42.24401585463286,17.796959707625163,38.87379359367377
2025-02-03,Jaipur,42.615670229788954,18.0657873432717,17.62971397432851,29.881644712510433
2025-02-04,Chennai,42.53074175733683,55.01145870351845,24.70326976509487,25.500654456120397
2025-02-05,Mumbai,38.88063604732951,39.293874043777855,18.28284488528229,18.62360984093535
2025-02-06,Delhi,52.44594321854123,37.39003968364965,13.638508503156753,26.18408777217432
2025-02-07,Delhi,29.006478548211838,76.8879539339009,21.883497521083306,22.621210090607697
2025-02-08,Mumbai,39.16767908852373,40.28883085688787,17.462953900057958,24.13507444946023
2025-02-09,Lucknow,35.8233804742914,74.98586332716621,29.076899256675752,25.447176326750327
2025-02-10,Delhi,45.763108029949365,39.90351771142424,13.149848751225953,29.393974003020123
2025-02-11,Ahmedabad,43.62802766413689,53.21382353067778,17.122926401549226,33.06748671290453
2025-02-12,Lucknow,33.907575462959684,40.27762487534424,21.350603571209447,32.23010336873147
2025-02-13,Bangalore,31.54284885752319,54.80762186662986,29.1050946104898,28.951295789786304
2025-02-14,Jaipur,22.324411421082182,56.16015484908593,12.418262423579492,21.308699916894106
2025-02-15,Delhi,39.824435798191764,55.62572994787238,20.633740412082375,25.42907398897893
2025-02-16,Hyderabad,43.30377787621289,36.1301466129793,14.71491308163048,17.392238304507345
2025-02-17,Mumbai,12.316216122517567,51.43322983344275,22.213983056588237,31.589888465640666
2025-02-18,Ahmedabad,41.22544202854557,55.14531658202169,23.76679376781624,37.50250338205646
2025-02-19,Bangalore,24.851834631570316,57.12137424161818,21.569869208578773,30.041022469806986
2025-02-20,Lucknow,15.396806910264303,50.92758776751475,15.233075440153566,8.73447912183326
2025-02-21,Mumbai,32.33086172302266,37.4877709757,10.703067119231536,25.873155837052845
2025-02-22,Delhi,58.34478506207569,26.53012966023288,24.174401275165074,31.067099840354974
2025-02-23,Mumbai,34.56110544711783,57.5774487384204,22.76328407905693,26.657739919445145
2025-02-24,Ahmedabad,48.84073005883455,42.45662312300734,10.908202307807946,34.942900099308616
2025-02-25,Pune,51.636968707779516,48.70941110122037,23.169434036848067,36.378173330239235
2025-02-26,Delhi,35.66878868694337,48.954235338730065,17.393922682230176,11.67244365374594
2025-02-27,Pune,49.278955436076835,54.98668174293121,21.07747822873048,38.51731547217517
2025-02-28,Hyderabad,14.672137302582048,62.89827839274673,22.083575821031765,19.103923176844816
2025-03-01,Kolkata,27.667547369311443,42.5937397297241,21.01471357697092,36.94845665847751
2025-03-02,Ahmedabad,45.419331591724294,67.09965006438513,20.435019089058297,27.654293016932048
2025-03-03,Bangalore,42.812509054598856,26.066742023180183,12.977511549832917,19.631310888988356
2025-03-04,Chennai,45.95247460469327,54.78167367407062,18.59085982914802,28.345621906308136
2025-03-05,Lucknow,37.31626728834246,46.43987472944322,15.327287222980107,14.34636003735312
2025-03-06,Hyderabad,48.602278753560185,66.48984536208201,20.8325773475834,25.890187363863376
2025-03-07,Chennai,21.327468704664355,60.12160530692135,19.593540889785427,22.914275717847094
2025-03-08,Lucknow,30.39415804754853,55.41925515797479,26.811253835338185,32.240050910861314
2025-03-09,Mumbai,31.791765904023148,66.42336024714558,27.44429484569098,26.10802343875509
2025-03-10,Kolkata,28.59038987255213,85.28825031700813,16.589934570381534,25.16182795282939
2025-03-11,Bangalore,19.450525822827828,24.814585909208574,14.858147505799373,19.76084334574371
2025-03-12,Bangalore,29.778716651739067,52.97789781313173,17.818772080960784,10.224108842918291
2025-03-13,Chennai,42.999999808070314,50.74930190230253,20.499229361382522,33.11081401855289
2025-03-14,Pune,28.97161293982648,56.21367371419544,23.423630426927105,28.443219424992975
2025-03-15,Delhi,15.541547483849989,40.649596274536925,12.899203911844392,40.60866419312615
2025-03-16,Hyderabad,24.96094357525045,47.168329761273284,26.942950480832906,24.97470868664867
2025-03-17,Delhi,28.958875304102982,53.82940076514018,17.75506648961211,23.991411584461268
2025-03-18,Chennai,33.8470095298426,22.921770487934687,18.04559208423661,28.617758254076747
2025-03-19,Lucknow,34.27467089116151,62.97877864488645,19.159941774172783,28.669921198298947
2025-03-20,Ahmedabad,48.40859058573716,45.43050309089287,22.341370121896805,23.471638541875585
2025-03-21,Ahmedabad,45.14699745128445,43.07768269032662,19.1680467132155,23.734618672295422
2025-03-22,Hyderabad,38.44197891918442,58.68880741743941,24.618514838060584,36.752402510267096
2025-03-23,Ahmedabad,27.48308166781195,41.16717442734955,25.87895813515167,34.87047691236222
2025-03-24,Chennai,43.07378614746939,55.385042312520696,21.98760423275759,31.328642754671122
2025-03-25,Chennai,46.43859848486474,44.528271010653484,20.259817588143385,45.55726397774759
2025-03-26,Lucknow,25.98512289195896,56.13689135459791,16.417730048522436,28.970686117906403
2025-03-27,Kolkata,40.84430293787412,80.42004870312414,18.868945913064696,13.206410636726279
2025-03-28,Jaipur,25.72707198500592,69.16252094352005,14.75535485307104,33.241311332980025
2025-03-29,Lucknow,31.863931166762722,64.847679641971,20.371734197655904,31.938199081086825
2025-03-30,Bangalore,19.729254569722357,51.386464980488235,17.686622156525875,17.49936109210025
2025-03-31,Mumbai,36.5807244920463,41.51200789232757,21.460037606200558,35.389006562230094
2025-04-01,Chennai,30.620362500006944,57.017707344717365,23.056964084635784,33.637976183992116
2025-04-02,Jaipur,44.09677609785642,46.82859743793645,12.874120534653173,30.798459404708016
2025-04-03,Bangalore,27.56741150619578,58.67441604037916,23.098994867081963,22.752366010835253
2025-04-04,Mumbai,43.66418770748379,49.88391028477896,19.94937111050013,21.27074210542625
2025-04-05,Bangalore,47.14605753825817,58.66157581479422,10.482115164800469,24.90682274060121
2025-04-06,Kolkata,15.909631589089749,34.57245678116555,16.057879363871283,29.130428060777103
2025-04-07,Mumbai,22.347640074538056,27.689505797629074,18.945907321409727,20.532746745920775
2025-04-08,Delhi,35.38049983719613,62.02162016188139,15.995108012225426,30.204035794138694
2025-04-09,Kolkata,47.112667956981326,45.9749414431982,27.326988903391914,29.722649485861776
2025-04-10,Delhi,30.78755553033594,63.65344684865445,18.733579512443793,22.194821117164285
2025-04-11,Lucknow,27.6338029753828,49.84275829037346,18.76950779211165,30.680172092324057
2025-04-12,Jaipur,36.36787742150513,57.52742976531237,28.305774615239375,29.178585143033377
2025-04-13,Jaipur,29.93949658087722,67.13317662093628,21.827892651500886,30.069375667291567
2025-04-14,Ahmedabad,38.70840571390211,31.968777012026585,26.845954900822385,28.571235480788776
2025-04-15,Chennai,32.591288063547374,28.33826081615285,12.885060671764801,21.300441300093098
2025-04-16,Jaipur,40.454062494618846,48.21824764188342,29.3032069834432,31.362177618237194
2025-04-17,Bangalore,32.85819072550036,49.8746780124943,23.762440234853994,32.518759476395665
2025-04-18,Chennai,47.49556353162238,50.3233253670435,7.699894832839263,20.300274133535908
2025-04-19,Pune,40.146987168950275,71.22419203855438,23.1417713975139,36.590603306190154
2025-04-20,Ahmedabad,44.4700796035151,71.49167748966428,23.16704403594739,28.95899912646758
2025-04-21,Lucknow,18.528153245301134,42.66060417543347,12.650681406633701,27.916642986779166
2025-04-22,Jaipur,18.162655398884386,46.52690859858458,19.854511500870956,31.15099773772033
2025-04-23,Chennai,35.723295946758796,49.3216559576293,22.90273596067372,41.983490608747424
2025-04-24,Delhi,47.732232984261515,30.989595347135527,20.077559369544556,15.249560815002914
2025-04-25,Chennai,27.78838813260912,40.269195756774636,28.006332274077074,17.324671026360985
2025-04-26,Kolkata,37.63400480786223,57.62822513146213,19.78174333476762,24.32455867453119
2025-04-27,Hyderabad,46.60772685202998,73.0645970612668,9.223125841787823,18.735954199968077
2025-04-28,Hyderabad,29.327367524064066,62.06492043842377,14.762461277221254,27.27252037695312
2025-04-29,Pune,25.2516266851409,28.188551791278304,25.827362743880737,39.392373746074355
2025-04-30,Lucknow,37.376453620859394,52.58058453923084,17.373377292109677,28.132716479334736
2025-05-01,Ahmedabad,53.15793935997159,49.230500679725374,23.749802161590285,25.10231774609003
2025-05-02,Kolkata,46.56472139870471,27.44101752846921,26.20436738345408,20.60219557081566
2025-05-03,Jaipur,41.27217610308997,34.715396323248925,9.729068030497395,17.915920856116458
2025-05-04,Hyderabad,65.8076797550822,34.07076742682666,23.39362546096521,31.414154119956898
2025-05-05,Pune,45.41860867779599,65.51316793456138,29.57762408388529,19.3134128989121
2025-05-06,Pune,34.83823614587683,47.51371073150533,17.489332328721602,40.765148116263596
2025-05-07,Hyderabad,18.641784077441052,48.91670238956225,21.111755912008196,38.00772504142967
2025-05-08,Bangalore,,51.71400065816661,24.55620961677463,25.019648338740012
2025-05-09,Lucknow,41.51526266396643,57.634237993211435,20.63501679985258,19.09680159651979
2025-05-10,Mumbai,35.95268504948037,36.67804840866784,20.57745894438937,36.49816234066226
2025-05-11,Ahmedabad,37.17229067820491,51.11985031261206,13.87044729072585,19.84462069486738
2025-05-12,Delhi,34.68695277384505,66.83694128598607,17.05028255503227,35.61567904168738
2025-05-13,Delhi,40.99449307804333,71.39652982410486,26.333198164182768,31.330956214969802
2025-05-14,Jaipur,49.80901648424051,69.29228720155618,22.70835966045382,39.28323065034396
2025-05-15,Jaipur,46.296646937494316,39.91886994645395,22.071172319218675,26.262418829521163
2025-05-16,Ahmedabad,47.88342365832928,36.82865582331206,14.286746663518059,18.706346899148546
2025-05-17,Delhi,33.33735028178921,59.580806269259945,26.305797220541393,26.76411444100884
2025-05-18,Kolkata,23.54237346291218,67.2155123815638,21.090399434322343,26.831535908198443
2025-05-19,Kolkata,25.388337763144605,32.32287805361669,15.62177156581603,26.16960174914488
2025-05-20,Kolkata,26.022024916263607,25.651738805095974,30.014144344726834,22.926086966196433
2025-05-21,Chennai,39.58599958982337,59.55791833629108,25.34851122795019,23.178852593699393
2025-05-22,Bangalore,32.89512423365926,53.6936654552413,26.82480916784769,36.164794059432566
2025-05-23,Jaipur,36.8106877948955,58.424897962853365,22.30814398056438,50.945318425872316
2025-05-24,Delhi,30.72037133634569,46.853696842179595,20.795944969075105,21.660840066298213
2025-05-25,Kolkata,44.88357109611347,51.10833290225113,18.08159688438225,26.89717060579004
2025-05-26,Lucknow,44.09172714736296,57.29187761966807,20.91911140426274,40.121408675868395
2025-05-27,Chennai,29.67229331721783,36.99951056229409,24.079852821448583,38.15232416880492
2025-05-28,Jaipur,25.379682087555224,49.568940552002864,22.30437868322795,38.61660159228397
2025-05-29,Ahmedabad,66.81008380303076,35.649322510319344,27.0100848277024,36.385402875313034
2025-05-30,Mumbai,41.66843352421646,32.23525089523203,15.233499637752606,20.415822695101802
